customer_id,current_income,emi_amount,credit_limit,credit_utilization,income_drop_pct,balance_drop_pct,emi_to_income_ratio,failed_autodebit,discretionary_spend_drop,default_next_30_days
424,142043.2959495348,19690,89107,0.36736766328963955,-0.055450040671768105,-0.0034990032055084363,0.1386197065364878,0,0.13909769183553009,0
425,134117.71885044847,11702,124965,0.2845288745668529,0.06773615806546501,-0.0498060129492815,0.08725170768113516,0,0.1549716804363912,0
426,60098.925123632165,23803,129062,0.5597351156566905,-0.05252209772339626,-0.16510310564832395,0.39606365589790155,0,0.067233067715916,0
427,34591.044418084675,20919,266311,0.4705807795503292,-0.07853369855231639,0.16372267792993053,0.6047519047751926,0,0.017697379139802804,0
428,62749.98462672871,12715,238564,0.9211687462383374,0.37655715558260133,0.4759966295191455,0.2026295317144026,2,0.596755672459435,1
429,126917.27626081959,6242,272325,0.5808713532347579,-0.11039561174535624,0.031892689754243427,0.049181641648001206,0,0.011659440772471408,0
430,66072.84279808927,18786,144819,0.4096246246594829,-0.0350385109311394,-0.032345129923681194,0.28432256286304763,0,0.03879879124467944,0
431,34953.57102771933,24310,100241,0.4900192439504612,0.07906068677706737,0.07547435833848712,0.695494030659167,0,0.1439389142921675,0
432,40889.13844000722,28130,220231,0.22632105631358057,-0.05250723461676999,0.019299370536429033,0.6879577578107325,0,0.01186177896021936,0
433,147778.14618589202,14692,203868,0.6997481752093608,-0.12452740099548815,0.045738526346286855,0.09941930102113167,0,0.052613942766708235,0
434,20394.4725445913,27308,164515,0.7950487494937943,0.34336717196821276,0.27981050410886443,1.3389902553396607,1,0.3914638072173621,1
435,38534.12116800848,5497,242233,0.6590965792308514,0.018104654739954488,-0.2478052440414062,0.14265279272967252,0,0.16303604639397784,0
436,32419.87796559246,11406,61826,0.718527187325097,0.3472108659259309,0.238178123781571,0.35182118859624645,2,0.36442053753646897,1
437,21859.93845231998,13785,195973,0.8226618748351817,0.43278538989161397,0.4587391190761754,0.6306056181295885,1,0.5817326094930722,1
438,88553.46084661027,19325,216964,0.7245013537177354,0.27872735419449235,0.46509954137553333,0.2182297542664561,1,0.5838793479009246,1
439,136885.41268928605,28473,254573,0.2511972313965883,-0.098484506652553,-0.002853892485706925,0.20800609386063945,0,0.01230114729172771,0
440,34743.52822072366,13875,149599,0.876965525863551,0.2972430831251849,0.3699390580240694,0.39935495070773797,1,0.41264958660621603,1
441,93140.16569710127,28188,208525,0.6859622753511676,0.009874443301207835,0.13219620809749924,0.30264064691133863,0,0.17005347886718483,0
442,65933.55179386644,13253,104333,0.6004047473384162,0.03941899578899313,-0.062055695043683315,0.20100540073184528,0,0.18365163358826128,0
443,57251.854497115186,16218,121591,0.6608946165542631,0.04704055822579074,0.042784607460399145,0.2832746666890449,0,0.07467571190736802,0
444,136589.9549849271,28545,161688,0.43824469867691307,-0.12206383736198327,-0.11600250608259324,0.2089831569470096,0,0.0651414670173998,0
445,107978.25046321999,6667,209224,0.3075023841350143,0.03596486104413329,-0.19597868751246528,0.06174391575524686,0,0.1431271101115525,0
446,50735.38010217264,25378,212812,0.585044515627041,0.08388415646973837,0.048104743790203366,0.50020321024289,0,0.09246569949185653,0
447,54981.32911817102,22156,107287,0.5841033839037453,0.004980539622804428,-0.1524450787495318,0.4029731611685896,0,0.08503787671473167,0
448,33792.196135239654,26675,219694,0.9465069820491074,0.17687105014872734,0.3167539378924321,0.7893834391006745,1,0.44305133245742145,0
449,49086.713628828096,16370,298097,0.49228823637575353,-0.015839046727630292,0.004860456711078738,0.3334914641828064,0,0.007623649037698322,0
450,132939.6429940225,8667,175093,0.21603134815340252,-0.06849043099609509,0.013638621227324703,0.06519499981198011,0,0.016640363301787,0
451,32363.624295378442,25644,128038,0.6477063555971094,-0.15983559664309205,-0.15025405574011763,0.7923710819885519,0,0.03251341373269572,0
452,42811.10599427599,14493,123588,0.6747933837822925,-0.07928932980352506,-0.02249452219929842,0.3385336506358366,0,0.17387056958455918,0
453,48792.0707005443,5455,190926,0.22908387936046237,-0.03173059122661575,-0.003762919883602718,0.11180095293514869,0,0.07444905903721429,0
454,123522.17963582827,25673,267245,0.539909062609985,0.09415940647997352,0.11709499376308329,0.20784121585038326,0,0.16618449816437011,0
455,31972.04217750818,11652,219123,0.5070453689878508,-0.03526874626415855,-0.17269226969621584,0.36444340762808686,0,0.1063821393762605,0
456,128828.29177239513,19863,98795,0.2994586797576334,0.061246324575738434,0.023540048123412698,0.15418197141892223,0,0.01594771148589227,0
457,98072.68436790495,13503,116612,0.44213309905486275,0.1374134359302401,-0.07802105667618438,0.1376835974973982,0,0.10999579727677285,0
458,49398.17818299193,21283,283076,0.6765835883855836,-0.018225542894377743,-0.024179092836533238,0.43084584862945124,0,0.12164265447591505,0
459,30675.537297465256,10613,266622,0.22698488071369588,-0.08025384561634388,-0.029965503586492186,0.3459760100396664,0,0.15259387774180466,0
460,111368.63789684651,17752,112919,0.6468243245452403,-0.11278084228092856,-0.16749924436225427,0.15939855542134326,0,0.05830338563023847,0
461,45957.165219996416,7853,134156,0.4238119363327625,0.046618086796960986,-0.2104139268043421,0.17087650995024997,0,0.15503815385878117,0
462,41991.874621246214,25434,74464,0.8392380229160438,0.24842182450682482,0.3361607528314384,0.6056886059364306,1,0.5156977426194183,1
463,96248.26366129504,25621,229893,0.7528212593924843,0.2857611963543952,0.27751325891940853,0.2661970099550289,2,0.3667810909623713,1
464,32018.80607220096,5022,51128,0.25378069588521707,0.01916272171167117,0.10146179126414165,0.15684532360999398,0,0.0880255393092653,0
465,93257.57544015833,6507,296763,0.469386293057558,0.04438624197930798,0.14228827610386455,0.0697744925201859,0,0.05153140459823102,0
466,41630.97920283041,28074,190688,0.8355343773265416,0.39983585558786305,0.5271592315753856,0.6743535832587696,1,0.428232576256968,1
467,114713.14401551998,23213,283127,0.7585486064042032,0.09976857600099487,0.3471312261401407,0.20235693301945787,1,0.479378828045949,0
468,61522.57030495679,22779,207234,0.6375610286757251,-0.05078356702971515,-0.042653297336165026,0.370254361725923,0,0.17359288933643166,0
469,103810.21884098269,23433,64568,0.4549662477038242,0.13162944809387606,-0.005946844456430002,0.22572922262975723,0,0.025952446699252875,0
470,35341.49969786255,17196,250858,0.6065716951496682,-0.19457477162093942,-0.037096935833898045,0.48656678825205635,0,0.12231530909588023,0
471,77573.66941256354,9537,92628,0.27184580363086697,-0.052846428934682395,0.1118111784781885,0.12294119992286227,0,0.10447465279336021,0
472,83881.79731106276,12434,80028,0.7973420025953502,0.1308732208341069,0.3086947919422023,0.14823239842954747,2,0.45963334015110113,0
473,24351.13658178315,27560,108390,0.7355154023607655,0.42872360243267665,0.5092568220344754,1.1317746877005064,2,0.5488567245865124,1
474,38267.10380412185,12511,212893,0.3831265029992371,-0.014050435122450496,-0.03178486172552195,0.326938773941194,0,0.12030970127594123,0
475,107896.21606643272,10012,200619,0.9170809909125919,0.19731796033620644,0.49750350184196673,0.09279287416192164,2,0.37379778002137626,0
476,62700.03036699158,11004,219361,0.4839204802758606,0.12163709066632428,0.038414825724992205,0.175502307344863,0,0.008394100681213401,0
477,79791.64016431342,21040,119806,0.5904724094752436,0.09543629950400229,0.03707565428313327,0.263686771655185,0,0.1680899163277611,0
478,34488.47821163408,20402,246355,0.37182365422269925,-0.009808989702985367,-0.16208915140458852,0.5915598790647059,0,0.030803265074873257,0
479,76867.80714915531,10062,188138,0.8996239909009782,0.34311474112075485,0.4654721987523269,0.13090005261208457,2,0.4308124748738851,1
480,68101.73747547493,11318,214141,0.6179547911029774,-0.012035972225211928,-0.0921589869319978,0.16619252928863795,0,0.16291075740399938,0
481,41378.52188177519,7713,276577,0.8390143337978653,0.19091011391527699,0.48284748855695814,0.18640105178327127,1,0.5095441403444662,0
482,109741.69853782254,24622,194608,0.4139202853135264,0.024104019912931388,-0.12786014464982481,0.22436321223435424,0,0.06612659097190841,0
483,96573.58111475225,8217,187656,0.3890973415405401,0.11833113373972932,0.04543375306251125,0.08508538158315017,0,0.14200586953504582,0
484,50070.73335945323,20195,206894,0.34356591859357166,-0.020958104280302425,-0.0822838460871197,0.4033294230987578,0,0.036745668068287475,0
485,40269.493927985226,15310,200023,0.296850146392851,0.10040509197337952,0.10203583973810866,0.38018853744174663,0,0.04167673580176508,0
486,74650.18311075085,5704,55452,0.8634007381338066,0.33787946480939,0.43674357387558294,0.07640972549976947,2,0.5143044826206614,1
487,58843.83174108839,26815,174077,0.3072291146620808,-0.11876732678122251,-0.06856895989819892,0.4556977206716488,0,0.014831821154806147,0
488,50233.1025598203,26323,157154,0.22398377928973795,0.03225786577332095,-0.21404261536961564,0.52401700589075,0,0.17640963720153974,0
489,79970.4337168319,29175,116252,0.80986205582323,0.5037466829424199,0.46427054721848154,0.3648223305041216,2,0.41631199893932624,1
490,138609.08402452565,11768,231676,0.5639170812896858,-0.04295789172204529,-0.12934726856918263,0.08490064040765002,0,0.01878199296620602,0
491,76684.65569384534,17718,203574,0.21250757594542707,0.0909321717647056,-0.04905028259788149,0.2310501343415699,0,0.12077559792481758,0
492,78724.89504363583,10930,127169,0.7712178017088691,0.3330889440003294,0.4882063247940159,0.13883791136135135,1,0.49396052963421977,1
493,47566.440923562506,11012,203325,0.5970813544188047,-0.048153030811743165,0.1898782130072123,0.23150775601848944,0,0.040493508419150004,0
494,98391.98258058968,27940,254418,0.32621559705102,-0.044408589245291036,-0.0892359937853287,0.2839662263855213,0,0.0037116673047051132,0
495,125959.84561199903,25080,128229,0.5332350980268525,-0.017744334668454893,-0.2022098615159275,0.1991110728831416,0,0.026944089018132722,0
496,30715.310322312933,13131,75107,0.9171570426275902,0.21742931041135283,0.2455767615819245,0.42750666889603495,1,0.46501162229958115,1
497,144186.77782997972,27278,283265,0.6847632616620034,0.01589325335874436,0.04096050191592755,0.1891851694762561,0,0.007736991651438308,0
498,135188.05581563132,12245,291207,0.4964942443912549,-0.01772102209532328,0.008828198572714102,0.09057752865903819,0,0.15118358292502754,0
499,37836.074040134896,15051,105008,0.664712872513257,0.016656859416485037,0.17552960441959237,0.39779497164622685,0,0.030723710700870235,0
500,96592.91079124862,24980,109021,0.7140200423159176,0.2830325109351393,0.36258365275846505,0.2586111112645257,2,0.3594312582723262,1
